"ko_id","symbol","name"
"K03188"," ureF"," urease accessory protein"
"K11108"," RCL1"," RNA 3'-terminal phosphate cyclase-like protein"
"K08124"," OMD"," osteomodulin"
"K02481"," flgR"," two-component system, NtrC family, response regulator"
"K02667"," pilR, pehR"," two-component system, NtrC family, response regulator PilR"
"K00108"," betA, CHDH"," choline dehydrogenase [EC:1.1.99.1]"
"K13939"," FOL1"," dihydroneopterin aldolase / 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase / dihydropteroate synthase [EC:4.1.2.25 2.7.6.3 2.5.1.15]"
"K19998"," SCFD1, SLY1"," sec1 family domain-containing protein 1"
"K10763"," hda"," DnaA-homolog protein"
"K08086"," fimV"," pilus assembly protein FimV"
"K03089"," rpoH"," RNA polymerase sigma-32 factor"
"K00383"," GSR, gor"," glutathione reductase (NADPH) [EC:1.8.1.7]"
"K10217"," dmpC, xylG, praB"," aminomuconate-semialdehyde/2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.32 1.2.1.85]"
"K19476"," IST1"," vacuolar protein sorting-associated protein IST1"
"K01563"," dhaA"," haloalkane dehalogenase [EC:3.8.1.5]"
"K08100"," E1.3.3.5"," bilirubin oxidase [EC:1.3.3.5]"
"K14588"," cueO"," cuproxidase [EC:1.16.3.4]"
"K02412"," fliI"," flagellum-specific ATP synthase [EC:7.4.2.8]"
"K02341"," holB"," DNA polymerase III subunit delta' [EC:2.7.7.7]"
"K00242"," sdhD, frdD"," succinate dehydrogenase membrane anchor subunit"
"K03589"," ftsQ"," cell division protein FtsQ"
"K03594"," bfr"," bacterioferritin [EC:1.16.3.1]"
"K11129"," NHP2, NOLA2"," H/ACA ribonucleoprotein complex subunit 2"
"K10896"," FANCM"," fanconi anemia group M protein"
"K20174"," OSBPL1_2, ORP1_2"," oxysterol-binding protein-related protein 1/2"
"K03032"," PSMD1, RPN2"," 26S proteasome regulatory subunit N2"
"K13745"," ddc"," L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]"
"K18966"," GADL1, CSAD"," sulfinoalanine decarboxylase / aspartate 1-decarboxylase [EC:4.1.1.29 4.1.1.11]"
"K07583"," PUS10"," tRNA pseudouridine synthase 10 [EC:5.4.99.25]"
"K07094"," pcrB"," heptaprenylglyceryl phosphate synthase [EC:2.5.1.-]"
"K00756"," pdp"," pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]"
"K02674"," pilY1"," type IV pilus assembly protein PilY1"
"K09256"," NFKBIL1"," NF-kappa-B inhibitor-like protein 1"
"K00620"," argJ"," glutamate N-acetyltransferase / amino-acid N-acetyltransferase [EC:2.3.1.35 2.3.1.1]"
"K11374"," ELP2"," elongator complex protein 2"
"K00990"," glnD"," [protein-PII] uridylyltransferase [EC:2.7.7.59]"
"K03132"," TAF7"," transcription initiation factor TFIID subunit 7"
"K12852"," EFTUD2"," 116 kDa U5 small nuclear ribonucleoprotein component"
"K03472"," epd"," D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]"
"K07091"," lptF"," lipopolysaccharide export system permease protein"
"K00322"," sthA, udhA"," NAD(P) transhydrogenase [EC:1.6.1.1]"
"K01480"," speB"," agmatinase [EC:3.5.3.11]"
"K16570"," TUBGCP3, GCP3"," gamma-tubulin complex component 3"
"K02071"," metN"," D-methionine transport system ATP-binding protein"
"K10750"," CHAF1A"," chromatin assembly factor 1 subunit A"
"K07157"," K07157"," uncharacterized protein"
"K00364"," guaC, GMPR"," GMP reductase [EC:1.7.1.7]"
"K01175"," ybfF"," esterase [EC:3.1.-.-]"
"K03976"," ybaK, ebsC"," Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]"
"K17553"," PPP1R11"," protein phosphatase 1 regulatory subunit 11"
"K06167"," phnP"," phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"
"K10678"," nfsA"," nitroreductase [EC:1.-.-.-]"
"K19285"," nfrA1"," FMN reductase (NADPH) [EC:1.5.1.38]"
"K06193"," phnA"," protein PhnA"
"K02342"," dnaQ"," DNA polymerase III subunit epsilon [EC:2.7.7.7]"
"K02653"," pilC"," type IV pilus assembly protein PilC"
"K02965"," RP-S19, rpsS"," small subunit ribosomal protein S19"
"K07399"," resB, ccs1"," cytochrome c biogenesis protein"
"K12252"," aruH"," arginine:pyruvate transaminase [EC:2.6.1.84]"
"K02386"," flgA"," flagellar basal body P-ring formation protein FlgA"
"K01406"," prtC"," serralysin [EC:3.4.24.40]"
"K13797"," rpoBC"," DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6]"
"K13582"," podJ"," localization factor PodJL"
"K11473"," glcF"," glycolate dehydrogenase iron-sulfur subunit [EC:1.1.99.14]"
"K14540"," rbgA"," ribosome biogenesis GTPase A"
"K02455"," gspF"," general secretion pathway protein F"
"K12057"," traF"," conjugal transfer pilus assembly protein TraF"
"K00457"," HPD, hppD"," 4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]"
"K02517"," lpxL, htrB"," Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]"
"K00783"," rlmH"," 23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]"
"K01825"," fadB"," 3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase [EC:1.1.1.35 4.2.1.17 5.1.2.3 5.3.3.8]"
"K04094"," trmFO, gid"," methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]"
"K18990"," vexE"," membrane fusion protein, multidrug efflux system"
"K17261"," CAP1_2, SRV2"," adenylyl cyclase-associated protein"
"K00104"," glcD"," glycolate dehydrogenase FAD-linked subunit [EC:1.1.99.14]"
"K01838"," pgmB"," beta-phosphoglucomutase [EC:5.4.2.6]"
"K02371"," fabK"," enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]"
"K15812"," CPQ"," cucurbitadienol synthase [EC:5.4.99.33]"
"K06718"," ectA"," L-2,4-diaminobutyric acid acetyltransferase [EC:2.3.1.178]"
"K13338"," PEX1"," peroxin-1"
"K00042"," garR, glxR"," 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]"
"K02498"," hemY"," HemY protein"
"K01745"," hutH, HAL"," histidine ammonia-lyase [EC:4.3.1.3]"
"K03520"," coxL, cutL"," aerobic carbon-monoxide dehydrogenase large subunit [EC:1.2.5.3]"
"K05997"," sufA"," Fe-S cluster assembly protein SufA"
"K01524"," ppx-gppA"," exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]"
"K01434"," pac"," penicillin G amidase [EC:3.5.1.11]"
"K07116"," pvdQ, quiP"," acyl-homoserine-lactone acylase [EC:3.5.1.97]"
"K14857"," SPB1, FTSJ3"," AdoMet-dependent rRNA methyltransferase SPB1 [EC:2.1.1.-]"
"K00341"," nuoL"," NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]"
"K10858"," PMS2"," DNA mismatch repair protein PMS2"
"K12563"," SGCD"," delta-sarcoglycan"
"K12564"," SGCG"," gamma-sarcoglycan"
"K03820"," lnt"," apolipoprotein N-acyltransferase [EC:2.3.1.269]"
"K08084"," fimT"," type IV fimbrial biogenesis protein FimT"
"K05838"," ybbN"," putative thioredoxin"
"K18757"," LARP1"," la-related protein 1"
"K03694"," clpA"," ATP-dependent Clp protease ATP-binding subunit ClpA"
"K10126"," dctD"," two-component system, NtrC family, C4-dicarboxylate transport response regulator DctD"
"K12392"," AP1B1"," AP-1 complex subunit beta-1"
"K04351"," RAPGEF4, EPAC2"," Rap guanine nucleotide exchange factor 4"
"K02851"," wecA, tagO, rfe"," UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]"
"K08837"," STK10, LOK"," serine/threonine kinase 10 [EC:2.7.11.1]"
"K09187"," MLL2, ALR"," [histone H3]-lysine4 N-trimethyltransferase MLL2 [EC:2.1.1.354]"
"K07386"," pepO"," putative endopeptidase [EC:3.4.24.-]"
"K07787"," cusA, silA"," copper/silver efflux system protein"
"K00983"," neuA, nnaC"," N-acylneuraminate cytidylyltransferase [EC:2.7.7.43]"
"K02417"," fliN"," flagellar motor switch protein FliN"
"K02192"," bfd"," bacterioferritin-associated ferredoxin"
"K20292"," COG5"," conserved oligomeric Golgi complex subunit 5"
"K11805"," DCAF7, HAN11"," DDB1- and CUL4-associated factor 7"
"K02540"," MCM2"," DNA replication licensing factor MCM2 [EC:5.6.2.3]"
"K01874"," MARS, metG"," methionyl-tRNA synthetase [EC:6.1.1.10]"
"K10870"," RAD51L2, RAD51C"," RAD51-like protein 2"
"K17339"," ATL"," atlastin [EC:3.6.5.-]"
"K00325"," pntB"," H+-translocating NAD(P) transhydrogenase subunit beta [EC:1.6.1.2 7.1.1.1]"
"K21419"," ATEL1"," arginyl-tRNA---protein transferase [EC:2.3.2.8]"
"K03252"," EIF3C"," translation initiation factor 3 subunit C"
"K08202"," SLC22A4_5, OCTN"," MFS transporter, OCT family, solute carrier family 22 (organic cation transporter), member 4/5"
"K11268"," ESCO, ECO1"," N-acetyltransferase [EC:2.3.1.-]"
"K08818"," CDC2L"," cell division cycle 2-like [EC:2.7.11.22]"
"K11837"," USP6_32"," ubiquitin carboxyl-terminal hydrolase 6/32 [EC:3.4.19.12]"
"K12820"," DHX15, PRP43"," pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13]"
"K22366"," SELENOT"," thioredoxin reductase-like selenoprotein T"
"K14662"," NTAN1"," protein N-terminal asparagine amidohydrolase [EC:3.5.1.121]"
"K01535"," PMA1, PMA2"," H+-transporting ATPase [EC:7.1.2.1]"
"K13342"," PEX5, PXR1"," peroxin-5"
"K20179"," VPS11, PEP5"," vacuolar protein sorting-associated protein 11"
"K07198"," PRKAA, AMPK"," 5'-AMP-activated protein kinase, catalytic alpha subunit [EC:2.7.11.11]"
"K03766"," B3GNT5"," beta-1,3-N-acetylglucosaminyltransferase 5 [EC:2.4.1.206]"
"K14309"," NUP93, NIC96"," nuclear pore complex protein Nup93"
"K02154"," ATPeV0A, ATP6N"," V-type H+-transporting ATPase subunit a"
"K10696"," BRE1"," E3 ubiquitin-protein ligase BRE1 [EC:2.3.2.27]"
"K17592"," SACS"," sacsin"
"K15178"," RTF1"," RNA polymerase-associated protein RTF1"
"K20098"," ERCC6L2"," DNA excision repair protein ERCC-6-like 2 [EC:5.6.2.-]"
"K11751"," ushA"," 5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45]"
"K00889"," PIP5K"," 1-phosphatidylinositol-4-phosphate 5-kinase [EC:2.7.1.68]"
"K11292"," SUPT6H, SPT6"," transcription elongation factor SPT6"
"K13783"," SLC37A1_2"," MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2"
"K03243"," EIF5B"," translation initiation factor 5B"
"K08740"," MSH4"," DNA mismatch repair protein MSH4"
"K19947"," MICAL"," F-actin monooxygenase [EC:1.14.13.225]"
"K14555"," UTP13, TBL3"," U3 small nucleolar RNA-associated protein 13"
"K11422"," SETD1, SET1"," [histone H3]-lysine4 N-trimethyltransferase SETD1 [EC:2.1.1.354]"
"K09486"," HYOU1"," hypoxia up-regulated 1"
"K14312"," NUP155, NUP170, NUP157"," nuclear pore complex protein Nup155"
"K06316"," RFT1"," oligosaccharide translocation protein RFT1"
"K06972"," PITRM1, PreP, CYM1"," presequence protease [EC:3.4.24.-]"
"K12855"," PRPF6, PRP6"," pre-mRNA-processing factor 6"
"K15040"," VDAC2"," voltage-dependent anion channel protein 2"
"K07677"," rcsC"," two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC [EC:2.7.13.3]"
"K10415"," DYNC1I, DNCI"," dynein cytoplasmic 1 intermediate chain"
"K17943"," PUM"," pumilio RNA-binding family"
"K14213"," PEPD"," Xaa-Pro dipeptidase [EC:3.4.13.9]"
"K10841"," ERCC6, CSB, RAD26"," DNA excision repair protein ERCC-6"
"K09507"," DNAJB1"," DnaJ homolog subfamily B member 1"
"K17500"," ILKAP"," integrin-linked kinase-associated serine/threonine phosphatase 2C [EC:3.1.3.16]"
"K01381"," PEP4"," saccharopepsin [EC:3.4.23.25]"
"K03655"," recG"," ATP-dependent DNA helicase RecG [EC:5.6.2.4]"
"K03028"," PSMD2, RPN1"," 26S proteasome regulatory subunit N1"
"K17600"," VPS54"," vacuolar protein sorting-associated protein 54"
"K02114"," ATPF1E, atpC"," F-type H+-transporting ATPase subunit epsilon"
"K02134"," ATPeF1D, ATP5D, ATP16"," F-type H+-transporting ATPase subunit delta"
"K14573"," NOP4, RBM28"," nucleolar protein 4"
"K11984"," SART1, HAF, SNU66"," U4/U6.U5 tri-snRNP-associated protein 1"
"K13095"," SF1"," splicing factor 1"
"K01807"," rpiA"," ribose 5-phosphate isomerase A [EC:5.3.1.6]"
"K14286"," AGXT2L1, ETNPPL"," ethanolamine-phosphate phospho-lyase [EC:4.2.3.2]"
"K18041"," PTP4A"," protein tyrosine phosphatase type IVA [EC:3.1.3.48]"
"K06910"," PEBP, TFS1"," phosphatidylethanolamine-binding protein"
"K11721"," BRD3"," bromodomain-containing protein 3"
"K03438"," mraW, rsmH"," 16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]"
"K06184"," ABCF1"," ATP-binding cassette, subfamily F, member 1"
"K00656"," E2.3.1.54, pflD"," formate C-acetyltransferase [EC:2.3.1.54]"
"K17780"," TIM8"," mitochondrial import inner membrane translocase subunit TIM8"
"K03234"," EEF2"," elongation factor 2"
"K18423"," CSE1, CAS, XPO2"," exportin-2 (importin alpha re-exporter)"
"K10865"," MRE11"," double-strand break repair protein MRE11"
"K01244"," MTN"," 5'-methylthioadenosine nucleosidase [EC:3.2.2.16]"
"K11160"," DGAT2"," diacylglycerol O-acyltransferase 2 [EC:2.3.1.20 2.3.1.75]"
"K12200"," PDCD6IP, ALIX, RIM20"," programmed cell death 6-interacting protein"
"K10580"," UBE2N, BLU, UBC13"," ubiquitin-conjugating enzyme E2 N [EC:2.3.2.23]"
"K14152"," HIS4"," phosphoribosyl-ATP pyrophosphohydrolase / phosphoribosyl-AMP cyclohydrolase / histidinol dehydrogenase [EC:3.6.1.31 3.5.4.19 1.1.1.23]"
"K10844"," ERCC2, XPD"," DNA excision repair protein ERCC-2 [EC:5.6.2.3]"
"K19584"," PRKX"," protein kinase X [EC:2.7.11.11]"
"K21456"," GSS"," glutathione synthase [EC:6.3.2.3]"
"K09990"," K09990"," uncharacterized protein"
"K11492"," NCAPG2, LUZP5"," condensin-2 complex subunit G2"
"K02881"," RP-L18, MRPL18, rplR"," large subunit ribosomal protein L18"
"K14654"," RIB7, arfC"," 2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase [EC:1.1.1.302]"
"K04678"," SMURF"," E3 ubiquitin ligase SMURF1/2 [EC:2.3.2.26]"
"K10591"," NEDD4, RSP5"," E3 ubiquitin-protein ligase NEDD4 [EC:2.3.2.26]"
"K14680"," K14680"," putative RNA ligase [EC:6.5.1.-]"
"K10405"," KIFC1"," kinesin family member C1"
"K13754"," SLC24A6, NCKX6"," solute carrier family 24 (sodium/potassium/calcium exchanger), member 6"
"K15181"," TH1L, NELFD"," negative elongation factor C/D"
"K12157"," UBD, FAT10"," ubiquitin D"
"K02150"," ATPeV1E, ATP6E"," V-type H+-transporting ATPase subunit E"
"K08866"," TTK, MPS1"," serine/threonine-protein kinase TTK/MPS1 [EC:2.7.12.1]"
"K15455"," DPH3, KTI11"," diphthamide biosynthesis protein 3"
"K01488"," add, ADA"," adenosine deaminase [EC:3.5.4.4]"
"K15296"," NAPA, SNAPA, SEC17"," alpha-soluble NSF attachment protein"
"K13038"," coaBC, dfp"," phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]"
"K02541"," MCM3"," DNA replication licensing factor MCM3 [EC:5.6.2.3]"
"K03108"," SRP72"," signal recognition particle subunit SRP72"
"K18595"," EML1_2"," echinoderm microtubule-associated protein-like 1/2"
"K18598"," EML6"," echinoderm microtubule-associated protein-like 6"
"K02231"," cobP, cobU"," adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"
"K08282"," E2.7.11.1"," non-specific serine/threonine protein kinase [EC:2.7.11.1]"
"K01114"," plc"," phospholipase C [EC:3.1.4.3]"
"K01732"," E4.2.2.10"," pectin lyase [EC:4.2.2.10]"
"K15125"," fhaB"," filamentous hemagglutinin"
"K11664"," VPS72, TCFL1, YL1"," vacuolar protein sorting-associated protein 72"
"K02212"," MCM4, CDC54"," DNA replication licensing factor MCM4 [EC:5.6.2.3]"
"K09291"," TPR, MLP1, MLP2"," nucleoprotein TPR"
"K01490"," AMPD"," AMP deaminase [EC:3.5.4.6]"
"K06890"," K06890"," uncharacterized protein"
"K04611"," MXR"," metabotropic X receptor"
"K14964"," ASH2"," Set1/Ash2 histone methyltransferase complex subunit ASH2"
"K12603"," CNOT6, CCR4"," CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]"
"K10439"," rbsB"," ribose transport system substrate-binding protein"
"K00902"," DOLK"," dolichol kinase [EC:2.7.1.108]"
"K13969"," ADH112"," adhesin"
"K18040"," PTPN23"," tyrosine-protein phosphatase non-receptor type 23 [EC:3.1.3.48]"
"K01811"," xylS, yicI"," alpha-D-xyloside xylohydrolase [EC:3.2.1.177]"
"K06632"," WEE1"," wee1-like protein kinase [EC:2.7.11.1]"
"K01047"," PLA2G, SPLA2"," secretory phospholipase A2 [EC:3.1.1.4]"
"K10317"," FBXO42"," F-box protein 42"
"K03152"," thiJ"," protein deglycase [EC:3.5.1.124]"
"K02727"," PSMA3"," 20S proteasome subunit alpha 7 [EC:3.4.25.1]"
"K11131"," DKC1, NOLA4, CBF5"," H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]"
"K01578"," MLYCD"," malonyl-CoA decarboxylase [EC:4.1.1.9]"
"K14832"," MAK21, NOC1, CEBPZ"," ribosome biogenesis protein MAK21"
"K02210"," MCM7, CDC47"," DNA replication licensing factor MCM7 [EC:5.6.2.3]"
"K05666"," ABCC2"," ATP-binding cassette, subfamily C (CFTR/MRP), member 2"
"K03143"," TFIIH3, GTF2H3, TFB4"," transcription initiation factor TFIIH subunit 3"
"K00308"," PAOX"," N1-acetylpolyamine oxidase [EC:1.5.3.13]"
"K12259"," SMOX, PAO5"," spermine oxidase [EC:1.5.3.16 1.5.3.-]"
"K14793"," RRP9"," ribosomal RNA-processing protein 9"
"K09644"," LPA"," apolipoprotein(a) [EC:3.4.21.-]"
"K17550"," PPP1R7, SDS22"," protein phosphatase 1 regulatory subunit 7"
"K13106"," BUD13, CWC26"," pre-mRNA-splicing factor CWC26"
"K10751"," CHAF1B"," chromatin assembly factor 1 subunit B"
"K01112"," PHPT1"," phosphohistidine phosphatase [EC:3.9.1.3]"
"K11155"," DGAT1"," diacylglycerol O-acyltransferase 1 [EC:2.3.1.20 2.3.1.75 2.3.1.76]"
"K01509"," ENTPD2"," adenosinetriphosphatase [EC:3.6.1.-]"
"K18134"," EOGT"," EGF domain-specific O-GlcNAc transferase [EC:2.4.1.255]"
"K06222"," dkgB"," 2,5-diketo-D-gluconate reductase B [EC:1.1.1.346]"
"K14648"," ENDOU, PP11"," poly(U)-specific endoribonuclease [EC:3.1.-.-]"
"K03350"," APC3, CDC27"," anaphase-promoting complex subunit 3"
"K02266"," COX6A"," cytochrome c oxidase subunit 6a"
"K02636"," petC"," cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]"
"K03241"," EIF2B3"," translation initiation factor eIF-2B subunit gamma"
"K12663"," ECH1"," Delta3,5-Delta2,4-dienoyl-CoA isomerase [EC:5.3.3.21]"
"K12821"," PRPF40, PRP40"," pre-mRNA-processing factor 40"
"K05528"," OCH1"," alpha 1,6-mannosyltransferase [EC:2.4.1.232]"
"K05534"," HOC1"," mannan polymerase II complex HOC1 subunit [EC:2.4.1.-]"
"K08292"," EEF2K"," elongation factor 2 kinase [EC:2.7.11.20]"
"K21396"," WHT"," ATP-binding cassette, subfamily G (WHITE), eye pigment precursor transporter"
"K12178"," COPS4, CSN4"," COP9 signalosome complex subunit 4"
"K21891"," TMCO1"," calcium load-activated calcium channel"
"K14561"," IMP4"," U3 small nucleolar ribonucleoprotein protein IMP4"
"K12572"," PAN3"," PAB-dependent poly(A)-specific ribonuclease subunit 3"
"K11718"," HUGT"," UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1.-]"
"K06631"," PLK1"," polo-like kinase 1 [EC:2.7.11.21]"
"K14713"," SLC39A7, KE4, ZIP7"," solute carrier family 39 (zinc transporter), member 7"
"K14951"," ATP13A3_4_5"," cation-transporting P-type ATPase 13A3/4/5 [EC:7.2.2.-]"
"K06672"," SCC2, NIPBL"," cohesin loading factor subunit SCC2"
"K10643"," CNOT4, NOT4, MOT2"," CCR4-NOT transcription complex subunit 4 [EC:2.3.2.27]"
"K18059"," SULTR4"," sulfate transporter 4"
"K03347"," CUL1, CDC53"," cullin 1"
"K01120"," cpdP"," 3',5'-cyclic-nucleotide phosphodiesterase [EC:3.1.4.17]"
"K13755"," PDE1"," calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]"
"K14824"," ERB1, BOP1"," ribosome biogenesis protein ERB1"
"K13101"," GPKOW"," G patch domain and KOW motifs-containing protein"
"K08144"," SLC2A6, GLUT6"," MFS transporter, SP family, solute carrier family 2 (facilitated glucose transporter), member 6"
"K08642"," lasA"," LasA protease [EC:3.4.24.-]"
"K04082"," hscB, HSCB, HSC20"," molecular chaperone HscB"
"K11363"," SGF11"," SAGA-associated factor 11"
"K18733"," LARP6"," la-related protein 6"
"K06676"," BRRN1, BRN1, CAPH"," condensin complex subunit 2"
"K12490"," ARAP3"," Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 3"
"K18439"," ARAP1"," Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1"
"K18440"," ARAP2"," Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 2"
"K20929"," GLX"," glyoxal/methylglyoxal oxidase [EC:1.2.3.15]"
"K11090"," LA, SSB"," lupus La protein"
"K17981"," MTFP1, MTP18"," mitochondrial fission process protein 1"
"K18477"," RMT2"," type IV protein arginine methyltransferase [EC:2.1.1.322]"
"K10577"," UBE2I, UBC9"," ubiquitin-conjugating enzyme E2 I"
"K20027"," ZDHHC1_11"," palmitoyltransferase ZDHHC1/11 [EC:2.3.1.225]"
"K19539"," SECISBP2, SBP2"," selenocysteine insertion sequence-binding protein 2"
"K05869"," CAMK4"," calcium/calmodulin-dependent protein kinase IV [EC:2.7.11.17]"
"K15015"," SLC32A, VGAT"," solute carrier family 32 (vesicular inhibitory amino acid transporter)"
"K03035"," PSMD12, RPN5"," 26S proteasome regulatory subunit N5"
"K03921"," FAB2, SSI2, desA1"," acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2 1.14.19.11 1.14.19.26]"
"K16428"," cepA"," nonribosomal peptide synthetase CepA"
"K16429"," cepB"," nonribosomal peptide synthetase CepB"
"K11793"," CRBN"," cereblon"
"K13411"," DUOX, THOX"," dual oxidase [EC:1.6.3.1 1.11.1.-]"
"K20289"," COG2"," conserved oligomeric Golgi complex subunit 2"
"K15033"," ICT1, MRPL58"," peptidyl-tRNA hydrolase ICT1 [EC:3.1.1.29]"
